ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score_sum,Score_weightedAvg,Score_weightedStdDev,Q1.1,Q1.2,Q1.2_TEXT,Q1.3,Q1.3_TEXT,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_8_TEXT,Q2.2_x35,Q2.2_x4,Q2.2_x6,Q2.2_x25,Q2.2_x13,Q2.2_x2,Q2.2_x3,Q2.2_x15,Q2.2_x15_TEXT,Q2.3_x35,Q2.3_x4,Q2.3_x6,Q2.3_x25,Q2.3_x13,Q2.3_x2,Q2.3_x3,Q2.3_x15,Q2.3_x15_TEXT,Q3.1_1_35,Q3.1_2_35,Q3.1_3_35,Q3.1_4_35,Q3.1_5_35,Q3.2_35,Q3.1_1_4,Q3.1_2_4,Q3.1_3_4,Q3.1_4_4,Q3.1_5_4,Q3.2_4,Q3.1_1_6,Q3.1_2_6,Q3.1_3_6,Q3.1_4_6,Q3.1_5_6,Q3.2_6,Q3.1_1_25,Q3.1_2_25,Q3.1_3_25,Q3.1_4_25,Q3.1_5_25,Q3.2_25,Q3.1_1_13,Q3.1_2_13,Q3.1_3_13,Q3.1_4_13,Q3.1_5_13,Q3.2_13,Q3.1_1_2,Q3.1_2_2,Q3.1_3_2,Q3.1_4_2,Q3.1_5_2,Q3.2_2,Q3.1_1_3,Q3.1_2_3,Q3.1_3_3,Q3.1_4_3,Q3.1_5_3,Q3.2_3,Q3.1_1_15,Q3.1_2_15,Q3.1_3_15,Q3.1_4_15,Q3.1_5_15,Q3.2_15,Q4.1,Q4.2,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,LocationLatitude,LocationLongitude,LocationAccuracy
R_1EZk3VIdCJ9D8zi,Default Response Set, ,11/12/2015,11/12/2015, , , , ,1,0,20.0,2.857142857142857,2.0354009783964297,1,Finance, ,Staff/Administrator, ,1,1,1, , , ,1, , ,3 years to less than 5 years,3 years to less than 5 years,3 years to less than 5 years, , , ,3 years to less than 5 years, , ,Daily,Daily,Weekly, , , ,Daily, , ,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,"Jems is terrible. I have stopped being able to use JEMS in Internet Explorer as you cannot type into the form.  When I'm reviewing JEMS2 entries it says that I'm the submitter even though I am the approver. Entries are STILL disappearing (staff submits but they do not get to my approval queue) so my staff needs to re-submit them. When staff tries to re-submit they get an error message telling them their entry is a duplicate.  Very often a journal comes through without an attachment, even though an attachment was uploaded as support when it was submitted. Have stopped notifying ITS each time it happens since it is clear ITS cannot find a reason for the problem or stop it from happening, and we already have a workaround which is just to re-submit the entry. Uploading a large file to JEMS takes too long.",Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,"Sometimes fame does not load, and there is no known reason or it. No notification alerts to the users to anticipate an outage, no warning, just when I click it I am directed to a page with a bunch of techy language words on a screen, and it is not fame.",Satisfied,Satisfied,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , ,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,Neutral,"There are too many UDW+ outages, both announced and unannounced, for it to be considered a reliable tool.  After I am logged off due to inactivity and I want to get back in and am prompted to re-enter my username and password, doing so does not bring back the real application.. You are inside UDW+ but the real menu is not there and you can't do anything so you have to close out of the application completely and re-open it. I think logging back in has worked for me before but only if it's a very short period of time that I was inactive for.", , , , , , ,Very Dissatisfied,The department needs to be purged. There is an arrogance in some who work in ITS and a lack of wanting to take responsibility when something goes wrong. Fault is never admitted.,1,0,0,10.658,0, , ,-1
R_cZT1PPXnxZO5qo1,Default Response Set, ,11/12/2015,11/12/2015, , , , ,1,0,27.0,5.4,4.277849927241488,1,University Development and Alumni Relations (UDAR), ,Staff/Administrator, ,1, , , , , ,1, , ,5 years or more, , , , , ,5 years or more, , ,Daily, , , , , ,Daily, , ,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Payment Gateway's reliabilty and performance is unsatisfactory, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Satisfied,Very satisfied with Advance.  Very dissatisfied with Payment Gateway.,1,0,0,4.158,0, , ,-1
R_AiKp9XLQxH1CxW1,Default Response Set, ,11/12/2015,11/12/2015, , , , ,1,0,17.0,4.25,2.217355782608345,1,Budget & Planning, ,Staff/Administrator, , , , , , , ,1, , , , , , , , ,3 years to less than 5 years, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Satisfied, ,1,0,0,1.441,0, , ,-1
R_3dQEhNU5I79q6vQ,Default Response Set, ,11/13/2015,11/13/2015, , , , ,1,0,30.0,4.285714285714286,2.7516228977511745,1,School,Tandon,Staff/Administrator, ,1, ,1,1, , ,1, , ,Less than 6 months, ,6 months to less than 2 years,2 years to less than 3 years, , ,2 years to less than 3 years, , ,Once a year, ,Monthly,Once a year, , ,Monthly, , ,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,"The approver's email needed to be that in the directory so if they had an alias, the approval would not be accepted if sent from the NetID address.", , , , , , ,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,"Information, such as the acceptable end date for students is not communicated to the community. It was supplied by the rep who was very helpful. Dissatisfaction is only with PeopleSync not MyTime",Satisfied,Satisfied,Neutral,Neutral,Neutral, , , , , , , , , , , , , ,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Drill Down is much slower than I had hoped., , , , , , ,Neutral,There is such a difference between all of the applications that a single overall suggestion doesn't work.,1,0,0,10.018,0, , ,-1
R_pEFAaZtTs5bTgKl,Default Response Set, ,11/13/2015,11/13/2015, , , , ,1,0,20.0,3.3333333333333335,2.065591117977289,1,Finance, ,Staff/Administrator, ,1,1, , , , ,1, , ,6 months to less than 2 years,6 months to less than 2 years, , , , ,6 months to less than 2 years, , ,Daily,Daily, , , , ,Daily, , ,Satisfied,Neutral,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied, ,1,0,0,1.421,0, , ,-1
R_snxHkIE6lGSgqJz,Default Response Set, ,11/13/2015,11/13/2015, , , , ,1,0,32.0,4.571428571428571,3.4572215654165053,1,Student Services, ,Staff/Administrator, ,1, ,1, ,1, ,1, , ,6 months to less than 2 years, ,6 months to less than 2 years, ,6 months to less than 2 years, ,6 months to less than 2 years, , ,Daily, ,Daily, ,Daily, ,Weekly, , ,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,"Modtrak has been unreliable on a handful of occasions (workflow not working, MT ""disappearing"").", , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Level of service varies and depends on staff member.  
System performance speed is frustrating and inconsistent., , , , , , ,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,"Staff are friendly and responsive, but seem overwhelmed and unfocused.  Getting access to Brio was extremely difficult and frustrating.", , , , , , ,Dissatisfied, ,1,0,0,10.761,0, , ,-1
R_C3OK17kAADH7MB3,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,28.0,3.5,1.8516401995451028,1,Finance, ,Staff/Administrator, ,1,1,1, ,1, ,1, , ,Less than 6 months,Less than 6 months,Less than 6 months, ,Less than 6 months, ,Less than 6 months, , ,Daily,Daily,Daily, ,Daily, ,Daily, , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied, ,1,0,0,1.178,0, , ,-1
R_2uZNZaihXKKuzo7,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,13.0,3.25,0.5,1,Human Resource, ,Staff/Administrator, , , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Neutral, ,1,0,0,2.296,0, , ,-1
R_3p4LeKsNwnKu52D,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,30.0,3.75,2.052872551885702,1,Finance, ,Staff/Administrator, ,1,1, , ,1,1,1, , ,3 years to less than 5 years,3 years to less than 5 years, , ,3 years to less than 5 years,2 years to less than 3 years,3 years to less than 5 years, , ,Weekly,Daily, , ,Monthly,Monthly,Weekly, , ,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Visiability is not a strong set for this apps,Neutral,Neutral,Satisfied,Neutral,Neutral, , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Satisfied,Neutral,Satisfied,Neutral,Satisfied, , , , , , , ,Neutral,There needs to be transparency in new features and changes to systems,1,0,0,3.652,0, , ,-1
R_1dK86VNzYTkIoY0,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,12.0,3.0,0.816496580927726,1,Human Resource, ,Staff/Administrator, , , ,1, , , , , , , , ,6 months to less than 2 years, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , ,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,"PeopleSync has been live now over a year and the first year was quite difficult in terms of the benefits functions.  A few issues have been resolved but to this date, there are issues/errors that continue to occur.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Dissatisfied,"Not all functions of PeopleSync were tested thoroughly and thought out, including the Benefits tab. More testing of the functions should be included in the timeline.",1,0,0,6.14,0, , ,-1
R_1ovxEmiTUgZDCiy,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,30.0,4.285714285714286,3.147183169877773,1,Shanghai, ,Staff/Administrator, ,1,1,1, , , ,1, , ,6 months to less than 2 years,6 months to less than 2 years,6 months to less than 2 years, , , ,6 months to less than 2 years, , ,Daily,Monthly,Daily, , , ,Daily, , ,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied, ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Satisfied,"Sometimes ServiceLink responses aren't very clear, or I don't receive responses at all. It requires a secondary followup. Communication could be improved. For UDW+, I appreciate the quickness in seeing a Service Note, if the service is down.",1,0,0,2.458,0, , ,-1
R_8IV5W4YM4UjLtcZ,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,16.0,3.2,1.4832396974191326,1,Information Technology, ,Staff/Administrator, ,1, ,1, , , , , , ,3 years to less than 5 years, ,3 years to less than 5 years, , , , , , ,Daily, ,Monthly, , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Satisfied, ,1,0,0,1.519,0, , ,-1
R_2YXN8kjTOAClz67,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,15.0,3.75,0.9574271077563381,1,Information Technology, ,Staff/Administrator, , , ,1, , , , , , , , ,2 years to less than 3 years, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Satisfied, ,1,0,0,3.308,0, , ,-1
R_1LtZ4Z1TCQvstps,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,34.0,3.7777777777777777,1.922093765778466,1,Finance, ,Staff/Administrator, ,1,1,1, ,1,1,1, , ,5 years or more,5 years or more,5 years or more, ,5 years or more,Less than 6 months,5 years or more, , ,Daily,Daily,Weekly, ,Daily,Monthly,Daily, , ,Satisfied,Neutral,Neutral,Neutral,Neutral, ,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Timeliness of resolution and lack of communication on issues. Confusing who to contact for issues.,Satisfied,Satisfied,Satisfied,Neutral,Satisfied, , , , , , , ,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Overall satisfied but the Fame Financials side could be tightened up.,1,0,0,198.324,0, , ,-1
R_21oVQba3bDXYEHS,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,20.0,4.0,1.7320508075688772,1,Human Resource, ,Staff/Administrator, , , ,1, , , ,1, , , , ,6 months to less than 2 years, , , ,Less than 6 months, , , , ,Weekly, , , ,Monthly, , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Neutral, ,1,0,0,14.635,0, , ,-1
R_0SOMcGBXLkrFFDj,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,11.0,2.2,0.8366600265340756,1,Finance, ,Staff/Administrator, ,1,1, , , , , , , ,6 months to less than 2 years,6 months to less than 2 years, , , , , , , ,Weekly,Daily, , , , , , , ,Satisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Turnaround time is too long.,Satisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,ITS should work on delivered solutions from the vendor's package rather than writing their own coding to resolve a problem.

ITS should hire new developers with sufficient knowledge of fame.

More security access to fstrn or fsqa should help the finance side to diagnose the problem more effectively and efficiently., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Dissatisfied,A good hard-working ITS liaison should be there to co-ordinate and communicate between ITS and Finance.,1,0,0,18.499,0, , ,-1
R_3G7LREnBrG0ZMkY,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,23.0,3.2857142857142856,1.889822365046136,1,Human Resource, ,Staff/Administrator, ,1,1,1, , , ,1, , ,6 months to less than 2 years,2 years to less than 3 years,5 years or more, , , ,2 years to less than 3 years, , ,Monthly,Once a year,Daily, , , ,Once a year, , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Neutral,Neutral,Neutral,Neutral,Neutral, ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Neutral,I suggest training materials.,1,0,0,2.32,0, , ,-1
R_2t67BsTiVUCCHwV,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,21.0,4.2,1.6431676725154984,1,Human Resource, ,Staff/Administrator, , , ,1, , , ,1, , , , ,5 years or more, , , ,5 years or more, , , , ,Daily, , , ,Monthly, , , , , , , , , , , , , , ,Dissatisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"PeopleSync functionality does not meet all business process requirements and results in pain points for our users, in particular, job descriptions, new position creation, and edit position restrictions. These processes in PeopleSync provide less robust functionality than our legacy systems did.", , , , , , , , , , , , , , , , , , ,Neutral,Neutral,Neutral,Satisfied,Satisfied, , , , , , , ,Satisfied, ,1,0,0,7.288,0, , ,-1
R_1ImC2gxbEjtDJb8,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,41.0,5.125,3.3567628964311944,1,University Development and Alumni Relations (UDAR), ,Staff/Administrator, ,1, ,1, ,1,1,1, , ,2 years to less than 3 years, ,2 years to less than 3 years, ,6 months to less than 2 years,2 years to less than 3 years,2 years to less than 3 years, , ,Daily, ,Weekly, ,Monthly,Daily,Monthly, , ,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied, , , , , , , ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Satisfied,"Many of the applications such as ModTrak, UDW+, and ServiceLink are not very intuitive. When you know what they do and how to do them they are reliable, but users who are not as open to figuring it out have difficulty with them.",1,0,0,2.166,0, , ,-1
R_Ua8dEQZnWlvjUjv,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,15.0,3.0,1.224744871391589,1,Human Resource, ,Staff/Administrator, ,1, ,1, , , , , , ,Less than 6 months, ,2 years to less than 3 years, , , , , , ,Weekly, ,Daily, , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Satisfied,Satisfied,Very Satisfied,Neutral,Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Satisfied, ,1,0,0,3.34,0, , ,-1
R_2wt4Xof3Dr2M5G3,Default Response Set, ,11/16/2015,11/16/2015, , , , ,1,0,34.0,3.7777777777777777,1.922093765778466,1,Finance, ,Staff/Administrator, ,1,1,1, ,1,1,1, , ,6 months to less than 2 years,6 months to less than 2 years,6 months to less than 2 years, ,6 months to less than 2 years,6 months to less than 2 years,6 months to less than 2 years, , ,Weekly,Daily,Monthly, ,Weekly,Weekly,Monthly, , ,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,"JEMS has been unstable , Modtrak has limited reporting capabilities.  Service Link has been challenging.",Neutral,Neutral,Neutral,Neutral,Neutral, ,Dissatisfied,Dissatisfied,Satisfied,Neutral,Satisfied,"Staff has been extremely helpful, but overall the application has been less than desired.  my Time has been difficult to use at times.", , , , , , ,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, ,Neutral,Neutral,Satisfied,Neutral,Dissatisfied,Tickets are created for UDAR tech support and cannot get an update on the status on a regular basis.,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , ,Satisfied,Overall the service has been good.,1,0,0,3.341,0, , ,-1
R_3mlqAUkkce1qvLi,Default Response Set, ,11/17/2015,11/17/2015, , , , ,1,0,21.0,3.5,1.51657508881031,1,Human Resource, ,Staff/Administrator, ,1, ,1, ,1, , , , ,5 years or more, ,5 years or more, ,2 years to less than 3 years, , , , ,Weekly, ,Daily, ,Daily, , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , ,Very Satisfied,"I work very closely with Prinson and his team, Vicki Wu, Alex Shinderman, Al Minervini, Andy Chiu and Libby Wasser on numerous Benefits, Payroll and HR integrations.  They each go above and beyond to help troubleshoot issues and implement quick resolution.  Regardless of scope, they treat every issue with a sense of urgency and give it their full attention.  I value the partnerships I have formed with them over the years and know that the success of numerous University initiatives are directly related to their contributions as a team.",1,0,0,2.405,0, , ,-1
R_3NV8bDW0FgiuOWZ,Default Response Set, ,11/16/2015,11/17/2015, , , , ,1,0,20.0,3.3333333333333335,1.505545305418162,1,Finance, ,Staff/Administrator, ,1, ,1, ,1, , , , ,5 years or more, ,5 years or more, ,5 years or more, , , , ,Weekly, ,Daily, ,Monthly, , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , ,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied, , , , , , , , , , , , , , , , , , , ,Very Satisfied, ,1,0,0,61087.262,0, , ,-1
R_1rx2Nu9a1PwNs2f,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,31.0,6.2,4.147288270665544,1,Others,Studenth Health Center,Staff/Administrator, , , ,1, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_9yLYPso5Sc27r21,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,18.0,4.5,2.516611478423583,1,Information Technology, ,Contractor, ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_yVk5Uo48uGMQuWJ,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,11.0,5.5,3.5355339059327378,1,Public Safety, ,Staff/Administrator, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2rSHiyw98LZe3VD,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,8.0,4.0,1.4142135623730951,1,Information Technology, ,Staff/Administrator, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_xsgMW0HV6b2dJdv,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,36.0,5.142857142857143,2.9680841985233184,1,School,Law,Staff/Administrator, ,1, ,1, ,1, ,1,1,"DNS Manager, Registry", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3EWNj4TZqUPMUWa,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,23.0,3.2857142857142856,1.889822365046136,1,Finance, ,Staff/Administrator, ,1,1,1,1, , ,1, , ,5 years or more,5 years or more,5 years or more,5 years or more, , ,5 years or more, , ,Daily,Monthly,Weekly,Daily, , ,Monthly, , ,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1Fln2TizWaM8x0d,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,38.0,4.75,2.9640705601780613,1,School,Tisch School of the Arts,Staff/Administrator, ,1,1,1, ,1, ,1,1,"Brio, i-Buy System",5 years or more,5 years or more,5 years or more, ,5 years or more, ,5 years or more,5 years or more, ,Daily,Daily,Daily, ,Daily, ,Daily,Daily, ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2Uik6Y8V73DBp0X,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,23.0,3.2857142857142856,2.0586634591635513,1,Budget & Planning, ,Staff/Administrator, ,1,1,1, ,1, ,1, , ,3 years to less than 5 years,3 years to less than 5 years,3 years to less than 5 years, ,Less than 6 months, ,3 years to less than 5 years, , ,Daily,Daily,Weekly, ,Weekly, ,Daily, , ,Satisfied,Neutral,Neutral,Neutral,Neutral, ,Satisfied,Satisfied,Satisfied,Satisfied,Neutral, ,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied, , , , , , , ,Neutral,Neutral,Neutral,Neutral,Neutral, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_ehAqsJN9gJshhwR,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,20.0,5.0,2.8284271247461903,1,School,Steinhardt,Staff/Administrator, , , ,1, ,1, , , , , , ,3 years to less than 5 years, ,3 years to less than 5 years, , , , , , ,Weekly, ,Monthly, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1eLGA0Azw7ImUlp,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,10.0,3.3333333333333335,0.5773502691896257,1,Human Resource, ,Staff/Administrator, , , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Daily, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_22XlvD3rC2HPC3F,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,30.0,5.0,3.5777087639996634,1,Student Services, ,Staff/Administrator, ,1, ,1, ,1, ,1, , ,6 months to less than 2 years, ,3 years to less than 5 years, ,5 years or more, ,3 years to less than 5 years, , ,Daily, ,Weekly, ,Daily, ,Weekly, , ,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,"My ModTrak submissions time out if they have a due date of 14+ days. Many projects I would like to put in earlier for others' reference, but need to manipulate the dates so that it does not get timed out. It is not very user-friendly and I frequently am unsure what selections to select from the drop-downs and then need to resubmit.", , , , , , ,Neutral,Neutral,Neutral,Satisfied,Satisfied, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2OJgA13TjeyqFoE,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,27.0,5.4,3.847076812334269,1,Student Services, ,Staff/Administrator, ,1, , , ,1, ,1, , ,6 months to less than 2 years, , , ,3 years to less than 5 years, ,3 years to less than 5 years, , ,Daily, , , ,Daily, ,Monthly, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2urIievf0HvfYyI,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,36.0,5.142857142857143,3.933978962347216,1,Others,Global Programs,Staff/Administrator, ,1, ,1,1,1, ,1, , ,3 years to less than 5 years, ,3 years to less than 5 years,3 years to less than 5 years,5 years or more, ,2 years to less than 3 years, , ,Monthly, ,Weekly,Monthly,Daily, ,Monthly, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_vTFeR18gsj57ZQd,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,22.0,3.6666666666666665,2.065591117977289,1,Finance, ,Staff/Administrator, ,1, ,1, ,1, ,1, , ,2 years to less than 3 years, ,2 years to less than 3 years, ,2 years to less than 3 years, ,6 months to less than 2 years, , ,Daily, ,Daily, ,Daily, ,Once a year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1Nq3qz85CGBNsgF,Default Response Set, ,11/3/2015,11/3/2015, , , , ,0,0,15.0,5.0,3.4641016151377544,1,School,FAS,Staff/Administrator, , , ,1, , , , , , , , ,5 years or more, , , , , , , , ,Monthly, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
